0;1;2;3;4;5;6;7;8
Co należy zrobić w przypadku pojawienia się nadmiernego poślizgu kół (buksowania) podczas rozruchu?;Zatrzymać skład i następnie rozpocząć ruszanie.;Zmniejszyć intensywność rozpędzania tramwaju.;Zwiększyć intensywność rozpędzania tramwaju.;B;PT;8B410.jpg;nie;Szczególna ostrożność
Jak powinieneś ustawić zwrotnicę najazdową sterowaną hydraulicznie w przypadku konieczności przejazdu podczas cofania składem dwu-wagonowym?;Ustawić ją w pożądanym kierunku jazdy.;Ustawić ją dowolnie.;Nie nastawiać jej, ponieważ ustawi się samoczynnie pod ciężarem przejeżdżającego tramwaju.;A;PT;8B411.jpg;nie;Warunki drogowe
Jak powinieneś ustawić zwrotnicę zjazdową w przypadku konieczności przejazdu podczas cofania tramwajem?;Ustawić ją w przeciwnym kierunku jazdy.;Ustawić ją dowolnie.;Nie nastawiać jej, ponieważ ustawi się samoczynnie pod ciężarem przejeżdżającego tramwaju.;C;PT;8B412.jpg;nie;Prędkość, hamowanie, odstępy
Co służy do zmiany położenia iglicy w zwrotnicy sterowanej mechanicznie?;Nawrotnik.;Nastawiacz.;Nastawnik.;B;PT;8B416.jpg;nie;Technika jazdy
Co służy do zmiany prędkości jazdy?;Nawrotnik.;Nastawnik.;Nastawiacz.;B;PT;8B417.jpg;nie;Obowiązki kierującego, dokumenty
Co umożliwia jazdę tramwajem do tyłu?;Nawrotnik.;Przestawiacz.;Nastawiacz.;A;PT;8B418.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy możesz kontynuować jazdę z pasażerami, po stwierdzeniu awarii mechanizmu zamykania drugich drzwi, w pierwszym wagonie?;Nie.;"Tak, po zablokowaniu uszkodzonych drzwi i wyłączeniu ""blokady jazdy"".";Tak, z otwartymi drzwiami, ale tylko do najbliższej pętli tramwajowej.;A;PT;8C101.jpg;nie;Inne
Których z podanych rodzajów hamulców, nie można sprawdzić na terenie zajezdni?;Bębnowych (szczękowych).;Elektrodynamicznych.;Szynowych.;B;PT;8C102.jpg;nie;Znaki Ostrzegawcze
Którego, z podanych rodzajów hamulców, nie ma możliwości sprawdzić na terenie zajezdni?;Hamulca bezpieczeństwa.;Szynowego.;Elektrodynamicznego.;C;PT;8C103.jpg;nie;Znaki nakazu i zakazu
Co, między innymi, należy sprawdzić przed przystąpieniem do jazdy tramwajem dwuwagonowym?;Wyposażenie apteczki.;Stan sprzęgu pomiędzy wagonami.;Wyposażenie wagonu w ostrzegawczy trójkąt odblaskowy.;B;PT;8C104.jpg;nie;Znaki informacyjne, kierunku
Co, między innymi, należy sprawdzić przed przystąpieniem do jazdy tramwajem?;Stan nadwozia i zamocowanie foteli pasażerskich, poręczy.;Termin ważności dowodu rejestracyjnego tramwaju.;Wyposażenie wagonu w ostrzegawczy trójkąt odblaskowy.;A;PT;8C105.jpg;nie;Znaki poziome
W jakiej pozycji powinien znajdować się sprzęg podczas łączenia wagonów tramwajowych?;Złożony.;Rozłożony.;Pozycja sprzęgu nie ma znaczenia.;B;PT;8C106.jpg;nie;Sygnalizacja świetlna
Czego nie należy robić w trakcie sprzęgania ze sobą dwóch wagonów?;Luzować hamulców szczękowych wagonu sprzęganego.;Włączać świateł pozycyjnych.;Otwierać drzwi w drugim wagonie.;A;PT;8C107.jpg;nie;Pierwszeństwo przejazdu
Czego nie należy robić w trakcie sprzęgania ze sobą dwóch wagonów?;Zwalniać luzowników wagonu sprzęganego.;Włączać świateł obrysowych bocznych.;Stosować się do zasad BHP.;A;PT;8C108.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czym może być spowodowane rozłączenie stycznika liniowego w tramwaju?;Uszkodzoną przetwornicą.;Uszkodzonym nawrotnikiem.;Zwarciem w obwodach jednego z silników.;C;PT;8C109.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Jaki dokument uprawnia do kierowania tramwajem?;Prawo jazdy kategorii B.;Prawo jazdy kategorii C.;Pozwolenie do kierowania tramwajem.;C;PT;8C250.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Co mogą spowodować niskie obrzeża kół biegowych?;Wypadanie kół z torowiska.;Poślizg kół biegowych.;Zablokowanie zestawu kołowego.;A;PT;8C301.jpg;nie;Szczególna ostrożność
Co może spowodować wyszczerbiona wkładka grafitowa pantografu?;Znaczne zwiększenie oporów toczenia tramwaju.;Kołysanie sieci trakcyjnej.;Brak działania akumulatorów zasilających.;B;PT;8C302.jpg;nie;Warunki drogowe
Czym może być spowodowane samoczynne załączenie się hamulców szynowych?;Uszkodzeniem wału napędowego w tylnym zestawie kołowym.;Uszkodzeniem przetwornicy prądu.;Zaciągnięciem dźwigni hamulca bezpieczeństwa przez pasażera.;C;PT;8C303.jpg;nie;Prędkość, hamowanie, odstępy
Co należy zrobić w przypadku braku zadziałania zwrotnicy zdalnie sterowanej?;Przełożyć zwrotnicę ręcznie.;Cofnąć wagon za punkt nastawczy i ponownie przejechać.;Jechać według ustawionego kierunku zakładając, iż zwrotnica jest zablokowana.;A;PT;8C304.jpg;nie;Technika jazdy
Jaka powinna być odległość dolnej krawędzi odgarniacza od główki szyny?;150 mm.;120 mm.;100 mm.;C;PT;8C306.jpg;nie;Obowiązki kierującego, dokumenty
Co może być przyczyną wydobywania się dymu z wózka napędowego?;Złe ustawienie nawrotnika w drugim wagonie.;Zwarcie w uzwojeniach silnika.;Nadmierny poślizg kół przy rozpędzaniu.;B;PT;8C307.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy w przypadku stwierdzenia przepalenia jednej linki bocznikującej w pantografie dalsza jazda może być kontynuowana?;Tak, bez ograniczeń.;Nie, ponieważ dalsza jazda może doprowadzić do zwarcia linki z nadwoziem tramwaju.;Nie, ponieważ może spowodować przepalenie się drugiej linki pantografu.;C;PT;8C308.jpg;nie;Inne
W jaki sposób należy wykonać nagłe hamowanie tramwajem?;W pierwszej fazie hamowania należy wcisnąć pedał hamulca do ogranicznika a następnie puścić pedał czuwaka.;Wcisnąć pedał hamulca poza ogranicznik bez zwalniania czuwaka.;Wcisnąć pedał hamulca poza ogranicznik i zwolnić dźwignię czuwaka.;C;PT;8C310.jpg;nie;Znaki Ostrzegawcze
Co może spowodować uszkodzona przetwornica wirująca?;Brak możliwości przestawienia nastawiacza.;Brak możliwości przestawienia nawrotnika.;Brak chłodzenia aparatury elektrycznej.;C;PT;8C311.jpg;nie;Znaki nakazu i zakazu
W jakiej sytuacji zaleca się stosowanie piasecznic znajdujących się na wyposażeniu tramwaju?;Zawsze przy hamowaniu.;Tylko na nawierzchni pokrytej wodą.;Przy nagłym hamowaniu awaryjnym.;C;PT;8C312.jpg;nie;Znaki informacyjne, kierunku
Co powinieneś zrobić kierując tramwajem wyposażonym w piasecznice w przypadku braku piasku w zbiornikach?;Zatrzymać tramwaj i czekać na obsługę techniczną.;Napełnić piasecznice żwirem.;Uzupełnić piasecznice specjalnym piaskiem na najbliższym krańcu.;C;PT;8C313.jpg;nie;Znaki poziome
O czym należy pamiętać przed rozpoczęciem holowania  składu tramwajów, uszkodzonego w wyniku kolizji?;O umieszczeniu trójkąta ostrzegawczego z tyłu drugiego wagonu.;O umieszczeniu żółtego sygnału błyskowego.;O połączeniu w sposób wykluczający odczepienie się w czasie jazdy.;C;PT;8D101.jpg;nie;Sygnalizacja świetlna
O czym należy pamiętać przed rozpoczęciem spychania składu tramwajów, uszkodzonego w wyniku kolizji ?;O włączeniu świateł awaryjnych w pierwszym składzie.;O zwolnieniu luzowników w uszkodzonym wagonie.;O usadowieniu pasażerów na miejscach siedzących.;B;PT;8D102.jpg;nie;Pierwszeństwo przejazdu
O czym należy pamiętać podczas spychania uszkodzonego w wyniku kolizji składu tramwajów?;O wydłużeniu drogi hamowania.;O umieszczeniu ostrzegawczego trójkąta odblaskowego z tyłu drugiego wagonu.;O usadowieniu pasażerów na miejscach siedzących.;A;PT;8D103.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Co powinieneś zrobić w przypadku agresywnego zachowania pasażera wobec Ciebie lub innych pasażerów, gdy sytuacja utrudnia kierowanie pojazdem?;Kontynuować jazdę do najbliższego komisariatu policji.;Zatrzymać pojazd i wezwać odpowiednie służby.;Nie podejmować żadnych działań.;B;PT;8D150.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
O co należy zadbać, w pierwszej kolejności, w przypadku pożaru tramwaju podczas jazdy?;O bezpieczeństwo pasażerów i własne.;O zminimalizowanie uszkodzeń pojazdu.;O jazdę zgodną z rozkładem jazdy.;A;PT;8D151.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
W jaki sposób zorganizować ewakuację pasażerów, jeżeli w wyniku wypadku drogowego nastąpiła blokada drzwi?;Wezwać pomoc drogową.;Skorzystać z wyjść awaryjnych.;Wezwać Straż Pożarną.;B;PT;8D152.jpg;nie;Szczególna ostrożność
Jak należy się zachować w przypadku pożaru wewnątrz tramwaju, podczas jazdy?;Dojechać do najbliższego przystanku i rozpocząć ewakuację pasażerów.;Zatrzymać pojazd, uruchomić gaśnicę i próbować samodzielnie ugasić ogień.;Zatrzymać pojazd, opuścić pantograf, otworzyć drzwi i rozpocząć ewakuację pasażerów.;C;PT;8D153.jpg;nie;Warunki drogowe
Czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A303.wmv;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, aby ostrzec pieszego o niebezpieczeństwie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;634.D33_org.wmv;nie;Technika jazdy
Czy w tej sytuacji powinieneś zmienić pas ruchu na środkowy, jeśli chcesz jechać na wprost?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_8931orgbm.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, aby ostrzec pieszego o niebezpieczeństwie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;626.D33_1org.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy ze względów bezpieczeństwa wskazane jest, aby używając gaśnicy samochodowej, unikać pełnego otwarcia pokrywy komory silnika?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;R_2org.wmv;nie;Inne
Czy w tej sytuacji uzasadnione jest sprawdzenie, czy sprawca wypadku zaciągnął hamulec awaryjny i wyłączył silnik?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;R_1org.wmv;nie;Znaki Ostrzegawcze
Czy w przedstawionej sytuacji jesteś ostrzegany o niebezpieczeństwie wynikającym z nieoczekiwanej zmiany kierunku ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;A-30 z T-18 (7)org.jpg;nie;Znaki nakazu i zakazu
Czy ten znak ostrzega o zbliżaniu się do skrzyżowania z jednokierunkową drogą podporządkowaną, której wlot znajduje się po lewej stronie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1124.wmv;nie;Znaki informacyjne, kierunku
Czy ten znak wskazuje, że jadąc samochodem osobowym masz obowiązek skręcić w prawo na najbliższym skrzyżowaniu?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1A1316.jpg;nie;Znaki poziome
Czy jadąc samochodem osobowym możesz skręcić w prawo na tak oznakowaną drogę?;TAK;NIE;BRAK;Tak;B,B1;1A1329.jpg;nie;Sygnalizacja świetlna
Czy w tej sytuacji, jadąc na wprost, masz obowiązek umożliwić przejazd pojazdowi uprzywilejowanemu, który skręca w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4126.wmv;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji masz pierwszeństwo przed tramwajem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4224.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa tramwajowi?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4225.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy widoczny na skrzyżowaniu sygnał zielony oznacza bezkolizyjny skręt w lewo?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1A4304.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji możesz opuścić skrzyżowanie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4310.wmv;nie;Szczególna ostrożność
Czy w tej sytuacji masz prawo wjechać na skrzyżowanie z dowolnego pasa ruchu, jeśli zamierzasz skręcić w lewo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5114.wmv;nie;Warunki drogowe
Czy w tej sytuacji możesz zatrzymać pojazd na środkowym pasie jezdni?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5118.wmv;nie;Prędkość, hamowanie, odstępy
Czy na tym skrzyżowaniu masz prawo skręcić w lewo z zajmowanego pasa ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5232.jpg;nie;Technika jazdy
Czy na tym skrzyżowaniu możesz zawrócić z lewego pasa ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5233.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz prawo wyprzedzić tramwaj z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5309.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy za tym znakiem masz prawo wyprzedzić pojazd uprzywilejowany?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5312.wmv;nie;Inne
Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1B121.wmv;nie;Znaki Ostrzegawcze
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pieszym?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1B224.wmv;nie;Znaki nakazu i zakazu
Czy w tej sytuacji masz prawo przejechać przed pieszymi?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1B225.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji powinieneś zachować szczególną ostrożność a w razie potrzeby zatrzymać się?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1B361.wmv;nie;Znaki poziome
Czy w tej sytuacji możesz wyprzedzić rowerzystę?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1B410.wmv;nie;Sygnalizacja świetlna
Czy kierujący właściwie zabezpieczył pojazd przed jego opuszczeniem?;TAK;NIE;BRAK;Tak;B,C,D,B1,C1,D1;1B414.wmv;nie;Pierwszeństwo przejazdu
Czy kierujący właściwie zabezpieczył pojazd na czas postoju?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1B415.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy zachowanie kierującego, który pozostawił samochód na postoju jest poprawne?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1B416.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy zatrzymując na tej drodze pojazd, który uległ awarii, masz obowiązek umieścić ostrzegawczy trójkąt odblaskowy w odległości 100 m za nim?;TAK;NIE;BRAK;Tak;B,C,D,C1,D1;1C123.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy na drodze ekspresowej, podczas postoju pojazdu silnikowego, który uległ awarii, masz obowiązek przez cały czas to sygnalizować?;TAK;NIE;BRAK;Tak;A,B,C,D,A1,A2,C1,D1;1C180.jpg;nie;Szczególna ostrożność
Kiedy należy przeprowadzać okresowe badanie techniczne pojazdu samochodowego?;Zawsze co 3 lata.;Zawsze co 2 lata.;Przed upływem terminu podanego w dowodzie rejestracyjnym pojazdu.;C;B1;2C250.jpg;nie;Warunki drogowe
Jaka maksymalna liczba motocykli ma prawo jechać w zorganizowanej kolumnie?;10;15;20;A;A,A1,A2;3A108.jpg;nie;Prędkość, hamowanie, odstępy
Której z tych czynności nie masz prawa wykonywać, gdy kierujesz motocyklem?;Przewozić dziecka w wieku do 7 lat.;Korzystać podczas jazdy z telefonu komórkowego wymagającego trzymania go w ręku.;Korzystać ze wskazań nawigacji GPS.;B;A,A1,A2;3C105.jpg;nie;Technika jazdy
Czy masz prawo kierować holowanym motocyklem, jeśli nie posiadasz prawa jazdy uprawniającego do kierowania nim?;Nie.;Tak, jeśli motocykl jest holowany na połączeniu sztywnym.;Tak, niezależnie od rodzaju połączenia.;A;A,A1,A2;3C116.jpg;nie;Obowiązki kierującego, dokumenty
Który z dokumentów masz obowiązek posiadać przy sobie kierując motocyklem zarejestrowanym za granicą, którego nie jesteś właścicielem?;Kartę pojazdu.;Upoważnienie potwierdzające prawo do używania motocykla.;Umowę ubezpieczenia autocasco.;B;A;3C212.jpg;tak;Awaria pojazdu, pierwsza pomoc
Co powinieneś zrobić przed sprawdzeniem poziomu oleju w silniku?;Ustawić motocykl na bocznej podpórce.;Uruchomić silnik.;Wyłączyć silnik i odczekać kilka minut.;C;A,A1,A2;3C304.jpg;nie;Inne
Którym z wymienionych pojazdów masz prawo wjechać na tak oznakowaną drogę?;Czterokołowcem lekkim, niezależnie od celu jazdy.;Motorowerem, przejeżdżając do najbliższego zjazdu.;Ciągnikiem rolniczym, który wykonuje prace porządkowe na tej drodze.;C;T;4A111.jpg;tak;Znaki Ostrzegawcze
Czy ciągnik rolniczy powinien być wyposażony w gaśnicę?;Tak.;Nie.;Tylko, jeżeli ciągnie przyczepę.;A;T;4A215.jpg;tak;Znaki nakazu i zakazu
Jaki odstęp powinieneś zachować jadąc za innym pojazdem?;Uzależniony wyłącznie od twoich umiejętności i doświadczenia.;Niezbędny do uniknięcia zderzenia w razie hamowania lub zatrzymania się poprzedzającego pojazdu.;Wynoszący co najmniej dwie długości twojego pojazdu niezależnie od prędkości i warunków panujących na drodze.;B;T;4B170.jpg;tak;Znaki informacyjne, kierunku
Jak, w przybliżeniu, wzrasta długość drogi hamowania pojazdu przy dwukrotnie większej prędkości?;Czterokrotnie.;Trzykrotnie.;Dwukrotnie.;A;T;4B171.jpg;tak;Znaki poziome
Na co, przede wszystkim, powinieneś zwrócić uwagę podczas wymijania innego pojazdu?;Na prawidłowe ułożenie rąk na kierownicy.;Na pojazdy jadące za Tobą.;Na zachowanie bezpiecznego odstępu.;C;T;4B172.jpg;tak;Sygnalizacja świetlna
Od czego, w szczególności, zależy bezpieczny odstęp, który powinieneś zachować jadąc za innym pojazdem?;Od prędkości, z jaką jedziesz.;Od mocy silnika w pojeździe.;Od szerokości jezdni.;A;T;4B173.jpg;tak;Pierwszeństwo przejazdu
Czego możesz się spodziewać, podczas gwałtownego hamowania, w takich warunkach drogowych?;Zwiększonej przyczepności kół do jezdni.;Zwiększonej siły tarcia.;Zmniejszonej przyczepności kół do jezdni.;C;T;4B174.jpg;tak;Zatrzymanie, postój, włączenie się do ruchu
Od czego powinna być uzależniona odległość ciągnika rolniczego, od pojazdu poprzedzającego?;Od panujących warunków i możliwego czasu reakcji kierującego.;Tylko od panujących warunków atmosferycznych.;Tylko od rodzaju nawierzchni drogi.;A;T;4B175.jpg;tak;Zmiana kierunku jazdy, przejazdy kolejowe
Czy wymijając w nocy inny pojazd, który oświetla drogę przed sobą, powinieneś uwzględnić, że może to ograniczać Twoją zdolność dostrzegania przeszkód na jezdni?;Tak, z powodu możliwość chwilowego oślepienia światłami.;Nie, światła pojazdu z przeciwka zawsze poprawiają widoczność na jezdni.;Nie, nie wpływa to na widoczność na drodze.;A;T;4B271.jpg;tak;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w czasie jazdy w nocy należy zwiększyć uwagę?;Tak, ponieważ widoczność w nocy jest ograniczona.;Nie, ponieważ w nocy ruch na drodze jest mniejszy.;Nie, ponieważ w nocy możesz włączyć światła drogowe.;A;T;4B272.jpg;tak;Szczególna ostrożność
Który z wymienionych czynników może mieć wpływ na obserwację drogi przez kierującego ciągnikiem rolniczym?;Zmęczenie, obniżające sprawność wzroku.;Rodzaj nawierzchni, po której się porusza.;Szerokość pasa ruchu.;A;T;4B273.jpg;tak;Warunki drogowe
Co może zakłócić właściwy sposób obserwacji drogi, gdy w nocy kierujesz ciągnikiem rolniczym?;Brak zdolności rozróżniania kształtów w mroku oraz wrażliwość na oślepienie.;Używanie właściwych okularów do jazdy nocnej.;Właściwa ostrość wzroku kierującego.;A;T;4B274.jpg;tak;Prędkość, hamowanie, odstępy
Jaka adnotacja jest wymagana w dowodzie rejestracyjnym, aby ciągnik rolniczy wchodzący w skład kolejki turystycznej mógł być dopuszczony do ruchu?;O ograniczeniu prędkości konstrukcyjnej do 25 km/h.;O wyposażeniu w dodatkowy hamulec hydrauliczny.;O zezwoleniu na przewóz osób w celach turystycznych.;A;T;4C204.jpg;tak;Technika jazdy
Który z dokumentów jest wymagany do zarejestrowania ciągnika rolniczego?;Dowód opłacenia składki ubezpieczenia AC pojazdu.;Dowód własności pojazdu.;Oświadczenie właściciela o zapłaconym podatku.;B;T;4C206.jpg;tak;Obowiązki kierującego, dokumenty
W jakim terminie należy przeprowadzać okresowe badanie techniczne przyczepy rolniczej podlegającej rejestracji?;Zawsze co 2 lata.;Przed upływem terminu podanego w dowodzie rejestracyjnym.;Tylko w sytuacji zatrzymania przez policjanta dowodu rejestracyjnego.;B;T;4C212.jpg;tak;Awaria pojazdu, pierwsza pomoc
Ile razy w tygodniu, dzienny czas prowadzenia pojazdu, kierowcy wykonującego przewóz drogowy, może zostać przedłużony do 10 godzin?;Raz w tygodniu.;Dwa razy w tygodniu.;Trzy razy w tygodniu.;B;C,C1;5A306.jpg;nie;Inne
Do jakiego rodzaju czynności kierowcy zalicza się nadzór nad wyładunkiem?;Przerwa w pracy.;Inna praca.;Okres gotowości.;B;C,C1;5A334.jpg;nie;Znaki Ostrzegawcze
Który czynnik ma zasadniczy wpływ na bezpieczeństwo, gdy wymijasz inny pojazd?;Prawidłowe ułożenie rąk na kierownicy.;Pojazdy jadące za tobą.;Zachowanie bezpiecznego odstępu.;C;C,C1;5B172.jpg;nie;Znaki nakazu i zakazu
Czego możesz się spodziewać podczas gwałtownego hamowania w takich warunkach drogowych?;Zwiększonej przyczepności kół do jezdni.;Zwiększonej siły tarcia.;Zmniejszonej przyczepności kół do jezdni.;C;C,C1;5B174.jpg;nie;Znaki informacyjne, kierunku
Czym może być spowodowana mała skuteczność hamulców samochodu ciężarowego?;Zanieczyszczeniem elementów ciernych układu hamulcowego olejem lub smarem.;Wysokim ciśnieniem w układzie pneumatycznym.;Nadmiernym naciskiem na pedał hamulca.;A;C,C1;5C308.jpg;nie;Znaki poziome
Co stanowi obowiązkowe wyposażenie autobusu, którego dopuszczalna prędkość wynosi 100 km/h?;Opony o głębokości rzeźby bieżnika co najmniej 6 mm.;Apteczka doraźnej pomocy.;Trzypunktowe pasy bezpieczeństwa na wszystkich siedzeniach.;B;D,D1;6A204.jpg;nie;Sygnalizacja świetlna
Jakiej prędkości nie pozwala przekroczyć homologowany ogranicznik prędkości, w który jest wyposażony autobus?;100 km/h.;90 km/h.;85 km/h.;A;D,D1;6A205.jpg;nie;Pierwszeństwo przejazdu
Ile godzin minimalnie powinien wynosić nieprzerwany dzienny odpoczynek kierowcy załogi kilkuosobowej?;8 godzin w każdym 24 godzinnym okresie od poprzedniego odpoczynku.;7 godzin w każdym 30 godzinnym okresie od poprzedniego odpoczynku.;9 godzin w każdym 30 godzinnym okresie od poprzedniego odpoczynku.;C;D,D1;6A304.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Do ilu godzin maksymalnie możesz przedłużyć dzienny czas prowadzenia pojazdu wykonując przewóz drogowy?;Do 10 godzin.;Do 11 godzin.;Do 12 godzin.;A;D,D1;6A307.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Do jakiego rodzaju czynności kierowcy zalicza się sprawdzanie i kompletowanie dokumentów dotyczących przewozu?;Inna praca.;Okres gotowości.;Przerwa w pracy.;A;D,D1;6A339.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Jak powinieneś kierować autobusem podczas jazdy po łuku drogi?;Płynnie korygować tor jazdy uwzględniając krzywiznę łuku.;Pokonywać łuk z wciśniętym pedałem sprzęgła.;Utrzymywać maksymalne obroty silnika na całej długości łuku.;A;D,D1;6B309.jpg;nie;Szczególna ostrożność
Jaki rodzaj oleju silnikowego należy stosować do silników wysokoprężnych wykorzystywanych w autobusach?;Dowolny.;Dobrany w zależności od temperatury silnika.;Określony przez producenta autobusu.;C;D,D1;6C304.jpg;nie;Warunki drogowe
Jaki olej należy zastosować w celu uzupełnienia stanu oleju, znajdującego się w silniku autobusu?;O znacznie zwiększonej lepkości w stosunku do znajdującego się w silniku.;Takiej samej klasy, jaki znajduje się w silniku.;Dowolnym.;B;D,D1;6C305.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji za tym znakiem masz obowiązek sygnalizowania zamiaru zmiany pasa ruchu?;TAK;NIE;BRAK;Tak;AM;1A1333a.wmv;nie;Technika jazdy
Czy w tej sytuacji kontynuując jazdę masz obowiązek sygnalizować zamiar zmiany pasa ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1323a.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji możesz ominąć pojazd, który zatrzymał się, aby przepuścić pieszego?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1108a.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy przejeżdżając obok tego przystanku tramwajowego, masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;AK_D10_28_org.wmv;nie;Inne
Czy w tej sytuacji wolno Ci wjechać za sygnalizator, jeżeli zatrzymanie się przed nim wymaga gwałtownego hamowania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,A1,A2,B1,C1,D1;1A311.wmv;nie;Znaki Ostrzegawcze
Czy przyczepa specjalna, przystosowana wyłącznie do ciągnięcia przez ciągnik rolniczy lub pojazd wolnobieżny, wymaga rejestracji?;Tak.;Nie.;Tak, jeśli podlega corocznemu badaniu technicznemu.;B;T;4C207.jpg;tak;Znaki nakazu i zakazu
W jaki sposób wykorzystuje się odpoczynek z tytułu rekompensaty za skrócony tygodniowy okres odpoczynku?;Łącznie z innym okresem odpoczynku trwającym co najmniej 9 godzin.;Łącznie z innym okresem odpoczynku trwającym co najmniej 24 godziny.;Nie jest to określone w aktach prawnych dotyczących przewozu drogowego osób.;A;D,D1;6A310.jpg;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji, powinieneś wziąć pod uwagę możliwość wtargnięcia pieszych na jezdnię?;TAK;NIE;BRAK;Tak;A,B,AM,A1,A2,B1;3444orgbm.jpg;nie;Znaki poziome
